id,text,target
2.85266E+17,"Yeah, I have a boring life",0
2.85266E+17,I'm full of that shit,0
2.85266E+17,I'm in love,1
2.85267E+17,I'm jealous and hate my life. Contradict that,0
2.85267E+17,I need change,0
2.85267E+17,I'm sad,0
2.85267E+17,I'm actually proud of myself,1
2.85267E+17,RT : I have too much fun with Elf Yourself,1
2.85267E+17,My life is ridiculously boring,0
2.85267E+17,I feel like total and complete shit tonight I cant wait for bed when I contemplate suicide,0
2.85267E+17,RT @linddsey_f: I hate myself 98% of the time,0
2.85267E+17,RT : I'm blessed stul,1
2.85267E+17,I have so many problems in life,0
2.85267E+17,I dont feel good,0
2.85267E+17,I don't feel good,0
2.85267E+17,I dont feel so good,0
2.85267E+17,I hate that i'm never happy w myself,0
2.85267E+17,I'm so happy,1
2.85267E+17,I hate being unhappy,0
2.85267E+17,OMG I would hate my life,0
2.85267E+17,i'm crying she's so beautiful,1
2.85267E+17,I'm so disappointed with myself,0
2.85268E+17,idk I want more,0
2.85268E+17,RT @RockOutWithLiv_: I'm just unhappy about everything,0
2.85268E+17,"RT @juneveryown: No i'm not lucky, i'm blessed",1
2.85268E+17,I'm fine,1
2.85268E+17,I'm pretty much useless in this comm what am I even doing,0
2.85268E+17,RT : I'm too blessed to be stressed,1
2.85268E+17,I have the best friends on the world,1
2.85268E+17,"To be truly happy again, that's all I want",0
2.85268E+17,Lol wow. I live a really sad fucking life,0
2.85268E+17,RT @KiddMikey_: I'm just glad that I'm #Blessed,1
2.85268E+17,I am I'm good,1
2.85268E+17,I complain sometimes but I really love my life,1
2.85268E+17,I hate my life,0
2.85268E+17,I find myself rather stupid at times.,0
2.85268E+17,I couldn't be happier about it either,1
2.85268E+17,"Anything good in my life, no matter what it is, isn't here anymore. And right now, I'm just blaming myself",0
2.85268E+17,I'm depressed,0
2.85268E+17,hate my life http://t.co/eM2JkBbL,0
2.85268E+17,I'm happy,1
2.85268E+17,Ooh la love i've fallen in love,1
2.85268E+17,I'm good,1
2.85269E+17,I'm getting real sick of always fucking being sad,0
2.85269E+17,wow i suck,0
2.85269E+17,RT : I'm ugly...,0
2.85269E+17,RT : I love my life,1
2.85269E+17,Lol amber said I make life sound so depressing,0
2.85269E+17,I've been living in a dream,1
2.85269E+17,I love myself them ghetto boys,1
2.85269E+17,RT : I'm so ugly. Äù,0
2.85269E+17,obvi dude I'm awesome,1
2.85269E+17,RT :   i am perfectly fine,1
2.85269E+17,I wish I was different,0
2.85269E+17,I'm so happy,1
2.85269E+17,I am happy with myself,1
2.85269E+17,RT : I seriously don't feel good,0
2.85269E+17,I'm blessed,1
2.85269E+17,"Straight , i love my life . lol",1
2.85269E+17,8th prestige. i have no life,0
2.85269E+17,RT : I'm blessed,1
2.85269E+17,I Dont Feel Good,0
2.85269E+17,I'm totally in love with mine <3 They're amazing,1
2.85269E+17,Im bord I aint got no friends,0
2.85269E+17,I'm so blessed Thank God (ÀòÃ©Ã©Ã©‚å£ÀòÃ©∆™,1
2.85269E+17,I think I'm in love üòçüòçüòç,1
2.85269E+17,I'm awesome,1
2.85269E+17,I really don't feel good üò∑,0
2.85269E+17,i hate life as it is,0
2.85269E+17,My life is complete  retweeted me,1
2.85269E+17,me more gratefulness for what I'm already blessed with & open my eyes to what I could be blessed with,1
2.85269E+17,RT : omg I'm fine,1
2.85269E+17,I love my life. :),1
2.85269E+17,i hate myself,0
2.8527E+17,RT @Simply_Laurenn: I have no life . . . AT ALL,0
2.8527E+17,"God has blessed me so much , thank you for everything #extremly blessed",1
2.8527E+17,pretty much. I defiantly have no life,0
2.8527E+17,and yes I am that good,1
2.8527E+17,I have the best boyfriend any girl could ask for üòò‚ù§ #happy #blessed,1
2.8527E+17,I have no life.,0
2.8527E+17,It's official. I have no life.,0
2.8527E+17,RT : I'm uncomfortable,0
2.8527E+17,I HAVE NO LIFE,0
2.8527E+17,lol I'm good,1
2.8527E+17,I'm good how are u cam,1
2.8527E+17,lol i have no life,0
2.8527E+17,I have such nice friends haha,1
2.8527E+17,I'm sure it's absolutely lovely,1
2.8527E+17,I'm good,1
2.8527E+17,Eh . I'm Hurting Really Bad,0
2.8527E+17,"RT : Sorry, I'm a Bad Boy",0
2.8527E+17,I feel like my whole life is a big joke made for the amusement of others. & I'm probably right,0
2.8527E+17,I'm good,1
2.8527E+17,RT @mnajiii: And also I hate life,0
2.8527E+17,“: my life is a shit hole wow” hush,0
2.8527E+17,RT : I have a good feeling about 2013,1
2.8527E+17,Mearh... I'm such a blessed and lucky girl,1
2.8527E+17,RT : I love life,1
2.8527E+17,RT : I like to keep to myself,1
2.8527E+17,Hahahaha i love life,1
2.8527E+17,RT : I suck at life,0
2.85271E+17,RT : my life is a shit hole wow,0
2.85271E+17,Cause I love being by myself,1
2.85271E+17,I hate myself so fucking much,0
2.85271E+17,i know and i literally hate my life because of it,0
2.85271E+17,naa I'm good,1
2.85271E+17,RT : I need change in my life,0
2.85271E+17,I'm happy,1
2.85271E+17,I'm so happy. Just so happy,1
2.85271E+17,RT : I suck at life,0
2.85271E+17,"no, it's because I'm great",1
2.85271E+17,i'm such a lame without a life though,0
2.85271E+17,I love the way I talk though!! Lmao,1
2.85271E+17,I have heartburn great.,1
2.85271E+17,I'm loving the single life already.üòú #hellyeah,1
2.85271E+17,I have 0 friends,0
2.85271E+17,Im so unhappy inside my head,0
2.85271E+17,I'm ugly,0
2.85271E+17,RT : I have the best girlfriend ever,1
2.85271E+17,Safe to say I have the best friends ever,1
2.85271E+17,I'm fine,1
2.85271E+17,RT : Fuck...I'm feeling pretty fucking good,1
2.85271E+17,I'm never happy,0
2.85271E+17,"just remember baby, I'm really good at what i do",1
2.85271E+17,And that's good. I'm proud of myself,1
2.85271E+17,Well guess I got what I wanted 👌,1
2.85271E+17,I love my life and all the real people in it,1
2.85271E+17,my life is lovely,1
2.85271E+17,"RT @a_amico: I seriously have the worst mood swings ever, one minute I'm all like _, then the next I'm like _ #soemotional #hatemylife",0
2.85271E+17,"RT @ThisOneGuyChris: no i'm not lucky , i'm blessed",1
2.85271E+17,everybody i know full of shit,0
2.85271E+17,RT : I really hate being by myself,0
2.85272E+17,I know that was blessed,1
2.85272E+17,"Yes, I'm so happy",1
2.85272E+17,RT : I'm having too much fun with this trend,1
2.85272E+17,Haha I enjoy being stupid to entertain myself,0
2.85272E+17,I'm single cause I'm ugly,0
2.85272E+17,Nah I'm good,1
2.85272E+17,RT : I don't feel good,0
2.85272E+17,My life is complete!,1
2.85272E+17,my life is so good,1
2.85272E+17,w&lt;√∑‚Äù***‚Äússi9wvr6whvs√´√Ñ√Ä≈ì√≥√ª≈í   ERIN SMOKES.MY LIFE IS MADE.   ¬±*‚Üí//*‚Äúebjdde√¥√ñ√≥√∫√Å√≥√≥√Ñ√∫√Ä‚Äúbd$¬±,1
2.85272E+17,I'm fine,1
2.85272E+17,"RT : sucks, I'm always the bad guy loll whatever",0
2.85272E+17,"RT : I Can Never Be Happy , Smh",0
2.85272E+17,what is wrong with my life,0
2.85272E+17,I'm currently not where I want to be,0
2.85272E+17,She Happy I'm Happy,1
2.85272E+17,I'm so proud of myself :*,1
2.85272E+17,soundtrack 2 my life and beautiful .,1
2.85273E+17,I just love Seeing my Bestfriend happy!<3,1
2.85273E+17,I rather Love myself,1
2.85273E+17,I think I am in love!,1
2.85273E+17,"‚Äú: "": I'm in love""Awwww‚Äù &lt;&lt;&lt;&lt; with myself! Lol",1
2.85273E+17,I dont want anyone else,0
2.85273E+17,i dont feel good,0
2.85273E+17,RT : I'm a good girl,1
2.85273E+17,I HATE MYSELF OMG 😭,0
2.85273E+17,RT : I really love being myself,1
2.85273E+17,I'm in love,1
2.85273E+17,I am blessed,1
2.85273E+17,I feel good,1
2.85273E+17,So happy I'm shaking,1
2.85273E+17,i fucking love life,1
2.85273E+17,I'm feeling good,1
2.85273E+17,RT : Thank God I'm blessed,1
2.85273E+17,thanks for sayin I'm ugly,0
2.85273E+17,"say it loud, I'm black and I'm proud	1",
2.85273E+17,I'm a bad person really,0
2.85273E+17,RT : god I hate myself,0
2.85274E+17,I suck,0
2.85274E+17,I don't feel so good. üò∑üëé,0
2.85274E+17,I love life..üíöüòò,1
2.85274E+17,i'm a good person,1
2.85274E+17,Holy shit I'm so happy,1
2.85274E+17,Great!!!!! Im pissed my phone sucks,0
2.85274E+17,If life is a gift why do I hate it so much,0
2.85274E+17,I'm good,1
2.85274E+17,@lexihites @jennaguyot my life is complete #xoxo üíã,1
2.85274E+17,RT : i get jealous over anything,0
2.85274E+17,I guess I'm tha bad guy in this movie,0
2.85274E+17,I couldn't blame anyone for hating me since I hate myself,0
2.85274E+17,lol my face needs a shave but I hate life so screw you,0
2.85274E+17,":  I'm fine""""",1
2.85274E+17,Bro I'm ugly,0
2.85274E+17,Omg I'm in love,1
2.85274E+17,I'm not happy,0
2.85274E+17,I have good friends,1
2.85274E+17,RT : Why am i sad,0
2.85274E+17,Fuck my life,0
2.85274E+17,RT : I've just shit myself,0
2.85274E+17,nah I'm good,1
2.85274E+17,waab I'm ugly,0
2.85274E+17,I'm a good guy though,1
2.85275E+17,I really hate my life,0
2.85275E+17,RT : I like where I'm at in my life,1
2.85275E+17,RT : I'm hard to love,0
2.85275E+17,I'm really ugly,0
2.85275E+17,I'm so happy with my life and how everything is going,1
2.85275E+17,I hate myself,0
2.85275E+17,I'm proud,1
2.85275E+17,lol I need more,0
2.85275E+17,that I'm awful,0
2.85275E+17,I Dont Feel Good,0
2.85275E+17,"nope, I'm good",1
2.85275E+17,I'm in a really good mood,1
2.85275E+17,I have some nice friends,1
2.85275E+17,I am so disgusted with myself ugh,0
2.85275E+17,I got that boring life,0
2.85275E+17,RT :  i am blessed. Thank you,1
2.85275E+17,Apparently I'm the best.,1
2.85275E+17,RT @SUPA_BRAIN_: Love my life you should love yours,1
2.85275E+17,I've accepted that im ugly,0
2.85275E+17,I don't feel good,0
2.85275E+17,Hahahaha I'm dyingüòÇ it's perfect,1
2.85275E+17,RT : I wouldn't change a thing,1
2.85275E+17,I have such a good feeling about 2013.,1
2.85275E+17,I'm a happy camper,1
2.85275E+17,I'm the BEST,1
2.85275E+17,@shabyullah well you're damn right I am happy xD,1
2.85275E+17,RT : I'm falling in love,1
2.85275E+17,": i'm such a bad person	0",
2.85275E+17,I'm crazy in love,1
2.85275E+17,why do I have friends I'm so stupid omg,0
2.85276E+17,chill B I'm good,1
2.85276E+17,"I may not have everything I want in life, but God has provided me with enough to be happy. That's all I can ask for. #humble #blessed",1
2.85276E+17,I'm Bstarz Semarang always love,1
2.85276E+17,hahahaha I know I was so happy,1
2.85276E+17,RT @victoriaMmmm: I want to be happy again,0
2.85276E+17,I have amazing friends,1
2.85276E+17,Pitch perfect is my life http://t.co/Q2VRah3A,1
2.85276E+17,RT : I'm so miserable,0
2.85276E+17,I'm rich and I get everything,1
2.85276E+17,Boredom brought me here lol,0
2.85276E+17,I have a great life hahaha,1
2.85276E+17,I'm a good friend,1
2.85276E+17,Oh yes I'm so exciting,1
2.85276E+17,I'm SO happy,1
2.85276E+17,Ugh. I'm miserable,0
2.85276E+17,I'm really happy  ~(‚Äæ‚ñΩ‚Äæ~) ~(‚Äæ‚ñΩ‚Äæ)~ (~‚Äæ,1
2.85276E+17,i wish i had an explanation on why im always sad but i dont,0
2.85276E+17,FUCK MY LIFE,0
2.85276E+17,K. I'm the bad,0
2.85276E+17,I do nothing with my life,0
2.85276E+17,RT :  I have them all,1
2.85276E+17,I'm really starting to enjoy my life,1
2.85277E+17,"That's right world, I'm in love.  #<3",1
2.85277E+17,I'm in love,1
2.85277E+17,Well I guess I'm just a fuck up,0
2.85277E+17,I'd say I'm a pretty happy feller! #blessed,1
2.85277E+17,RT : okay i hate myself again,0
2.85277E+17,RT @SoupMaster22: I just want to be happy,0
2.85277E+17,YES...MY LIFE IS COMPLETE...ICANDIENOW,1
2.85277E+17,I'm sad,0
2.85277E+17,I'm so lucky.,1
2.85277E+17,i dont feel good,0
2.85277E+17,i'm single and very happy,1
2.85277E+17,RT : Dude I'm ugly,0
2.85277E+17,Wouldnt change a thing even if i could,1
2.85277E+17,my whole life is a fat girl problem,0
2.85277E+17,RT : i just like keeping to myself,1
2.85277E+17,I'm happy,1
2.85277E+17,I am jjang /pose;proud,1
2.85277E+17,RT @HayyynuhhhGrrrr: I wish I could just be happy for once,0
2.85277E+17,I think I'm in love,1
2.85277E+17,I feel good,1
2.85277E+17,I dnt feel good,0
2.85277E+17,@TheJoshHewitt I smile almost 100% of the time :) I am a happy person,1
2.85277E+17,nope I'm just amazing,1
2.85277E+17,I have the best boyfriend,1
2.85277E+17,I'm free to love,1
2.85277E+17,lol I'm so proud,1
2.85277E+17,I'm gonna leave a suicide note next to my body for my parents with my twitter username and password,0
2.85277E+17,I'm getting distracted soo bad,0
2.85277E+17,JFC I'M SUCH A FUCKING SLUT AND I MAKE SUCH BAD LIFE CHOICES KILL ME,0
2.85277E+17,I'm Perfectly Fine,1
2.85277E+17,Listening to Skinny Love cause I hate my life,0
2.85278E+17,nigger I am sad,0
2.85278E+17,"I just want to be happy , I'm always sad or annoyed never happy anymore",0
2.85278E+17,RT : I don't feel good. üòî,0
2.85278E+17,I'm all good,1
2.85278E+17,I love this life ... everyone can't live it,1
2.85278E+17,RT : I'm just a failure,0
2.85278E+17,I'M SO HAPPY OMFG,1
2.85278E+17,I just want to be happy as I used to be,0
2.85278E+17,i have a condition; ugly,0
2.85278E+17,my life sucks,0
2.85278E+17,RT @mskatrinarose: I'm depressed because I'm fat. I'm fat because I eat. I eat because I'm depressed. Repeat the cycle,0
2.85278E+17,"RT : The past 5 months of this year have been the best in a long time, I love my life",1
2.85278E+17,Yea I'm gorgeous,1
2.85278E+17,RT : I'm free to love,1
2.85278E+17,RT : I don't feel so good.,0
2.85278E+17,But I do a good job,1
2.85278E+17,Lbs I can never be happy,0
2.85278E+17,Wow! I love you too!!!! I am so happy lol,1
2.85278E+17,Glad I have concerned friends,1
2.85278E+17,I have the best boyfriend,1
2.85278E+17,I'm good,1
2.85278E+17,"RT @ssweetie_: I always get screwed over. Someway or somehow if my life is going good, something will happen to mess it all up",0
2.85279E+17,RT : I'm free to love,1
2.85279E+17,I'm in such a good mood,1
2.85279E+17,I have the worst luck,0
2.85279E+17,My life is great,1
2.85279E+17,RT : My life is so boring at times,0
2.85279E+17,RT : So I'm fine,1
2.85279E+17,RT @safijaofwgkta: #Maybe2013WillBring happiness and happiness and more happiness. 2012 has been nothing but depression. please be nice,0
2.85279E+17,Lord help me I've got it BAD,0
2.85279E+17,I'm happy,1
2.85279E+17,i dont feel good,0
2.85279E+17,I'm fucking fabulous,1
2.85279E+17,I'm good how are you,1
2.85279E+17,Na n/a....I'm good,1
2.85279E+17,yeah I'm fine,1
2.85279E+17,I'm Good,1
2.85279E+17,Make my life complete,1
2.85279E+17,Hate my life,0
2.85279E+17,Loll I'm good,1
2.85279E+17,I need a change,0
2.85279E+17,RT : I have the best girlfriend ツ,1
2.85279E+17,I just do not feel very good,0
2.8528E+17,I have the worst immune system,0
2.8528E+17,Why is it so hard for me to be happy and content with my life ? Just why,0
2.8528E+17,Ha I always get what I want ALWAYS,1
2.8528E+17,RT :  I have ADHD bad,0
2.8528E+17,I love myself,1
2.8528E+17,I hate my life,0
2.8528E+17,RT : I don't want anyone else,0
2.8528E+17,I'm happy,1
2.8528E+17,I've been good,1
2.8528E+17,RT : My life is so boring at times,0
2.8528E+17,Yayyyyyüòä I'm So Happy,1
2.8528E+17,RT @dailyteenwords: I just want to be as happy as I used to be,0
2.8528E+17,Man I was living the good life.. http://t.co/srbG0jAC,1
2.8528E+17,My life is all a big joke LALA HAHAH LOL HEHEH LAUGH LAUGH LAUGH,0
2.8528E+17,lol fuck my stalking life tbh,0
2.8528E+17,How can I give so may people streangth whem I have none myself,0
2.8528E+17,I hate that about myself,0
2.8528E+17,RT : I have the worst anxiety it sucks.,0
2.8528E+17,RT : I hate life. Goodbye,0
2.8528E+17,my life is a mess,0
2.8528E+17,RT : i have no life,0
2.8528E+17,Lol I love life,1
2.8528E+17,my life is seriously fucked up,0
2.8528E+17,I'M SO UGLY,0
2.8528E+17,I have the best girlfriend ever,1
2.8528E+17,RT : I always want more,0
2.85281E+17,RT : I'm fucking great,1
2.85281E+17,RT :  I'm good..,1
2.85281E+17,I feel good,1
2.85281E+17,"I have the greatest friends, ever",1
2.85281E+17,Fuck my life,0
2.85281E+17,RT : I'm so stressed . It's ridiculous,0
2.85281E+17,"i love my life,no my day",1
2.85281E+17,Words can't describe how happy I am,1
2.85281E+17,I hate life,0
2.85281E+17,I'm in love,1
2.85281E+17,I hate my life,0
2.85281E+17,"RT : God I love my life, so glad I'm not YOU! üòÇüòÇüòÇüòÇüòÇ",1
2.85281E+17,I'm so sad,0
2.85281E+17,My life has gone to complete shit!!,0
2.85281E+17,"Ugh, Max is pure perfection. I am so happy with my love life",1
2.85281E+17,I'm just so happy with my life,1
2.85281E+17,I'm in a really good mood,1
2.85281E+17,"@Ciscofischer65 you have a life, I don't #lifeless",0
2.85281E+17,Fired up is on..my life = complete,1
2.85281E+17,RT :   i have adifferent number love,1
2.85281E+17,RT : my life is a complete mess,0
2.85281E+17,I hate my life,0
2.85281E+17,RT :  I'm awesome,1
2.85281E+17,I'm good,1
2.85281E+17,RT : Shskzsjasakxhsjkansmsn. I hate my life,0
2.85281E+17,no complaints I'm great,1
2.85281E+17,my life is perfectly terrible,0
2.85281E+17,nah I just don't feel good ',0
2.85281E+17,i hate myself so much”,0
2.85281E+17,Agreed RT : I'm very ugly,0
2.85281E+17,RT : My life is a joke,0
2.85282E+17,RT : I'm so stressed out.,0
2.85282E+17,i am also blessed,1
2.85282E+17,I love my life,1
2.85282E+17,If anyone wants a good laugh you could text me. My life is a pretty good joke,0
2.85282E+17,RT : I need more adventure in my life,0
2.85282E+17,I'm sad :( nobody talks to me lls,0
2.85282E+17,"RT : Pop a zannie I'm stressed, woop",0
2.85282E+17,i hate myself more than anything,0
2.85282E+17,I hate life,0
2.85282E+17,said I'm beautiful,1
2.85282E+17,THE CAKE WORKED I'M SO HAPPY,1
2.85282E+17,Because I'm so fucking amazing! <3,1
2.85282E+17,I'm Fine,1
2.85282E+17,Damn I don't even know what's good,0
2.85282E+17,Sigh...I'll never be happy,0
2.85282E+17,lol i know it's so good,1
2.85282E+17,I feel so bad,0
2.85282E+17,RT @KiraCurtis9311: So am I like not allowed to be happy,0
2.85283E+17,I am the worst kind of person,0
2.85283E+17,Back to my lame life though,0
2.85283E+17,They say I got everything that a nigga dream,1
2.85283E+17,RT @YoShaun55: MY. LIFE. IS. SO. BORING,0
2.85283E+17,I really am blessed and sometimes I don't realize how much. #thankyouGod #blessed,1
2.85283E+17,I love bad bitches man,0
2.85283E+17,RT :  I'm in love,1
2.85283E+17,'Cause I want more.,0
2.85283E+17,i want to die,0
2.85283E+17,"life ' s good , i can ' t complain",1
2.85283E+17,I don't feel good.,0
2.85283E+17,bahaha I love my life niggah,1
2.85283E+17,I'm lovin' the life I live. New Life,1
2.85283E+17,It's becoming evident that I don't need any of you in my life. All you do is tell me I'm not good enough,0
2.85284E+17,"No I'm not lucky, I'm blessed",1
2.85284E+17,RT : I'm not good,0
2.85284E+17,"Starting to feel like I'm a "" Fuck up "" already",0
2.85284E+17,I am too blessed to be complaining,1
2.85284E+17,makes my life complete,1
2.85284E+17,RT : i hate myself so much,0
2.85284E+17,I do not feel goodüòí,0
2.85284E+17,RT : I have the best days with you,1
2.85284E+17,God has  truly blessed me,1
2.85284E+17,I am blessed,1
2.85284E+17,I love my life and all of the people in it,1
2.85284E+17,RT : I hate being up by myself,0
2.85284E+17,I'm a fuck up😏 #sorrybitch,0
2.85284E+17,Seriously in the best mood ever! I love my life üòçüòòüòò,1
2.85284E+17,I'm incredibly sad,0
2.85284E+17,I'm not happy,0
2.85284E+17,I'm gorgeous.,1
2.85285E+17,fuck my life,0
2.85285E+17,I swear I have the worst anxiety,0
2.85285E+17,But i like the single life,1
2.85285E+17,I don't feel so good,0
2.85285E+17,but I'M perfectly fine,1
2.85285E+17,ha i have none,0
2.85285E+17,"I swear i love my life, &my lil itty bitty family",1
2.85285E+17,lol cause I'm lowkey bad,0
2.85285E+17,RT : I like my dreams better than real life,0
2.85285E+17,God Bless Me. Amen,1
2.85285E+17,I couldn't ask for a more comfy situation,1
2.85285E+17,Yeah I'm fine,1
2.85285E+17,I hate myself for this,0
2.85285E+17,"RT @kaaaaali: pretty much my life. which, is sad. http://t.co/XkYWvAzS",0
2.85285E+17,RT @vonnsanity: What a boring life I have,0
2.85285E+17,Fuck my life,0
2.85285E+17,I'm a sad person lol idc,0
2.85285E+17,Iike really my life is a joke,0
2.85285E+17,I love myself,1
2.85285E+17,I have no life,0
2.85285E+17,Fuck my life,0
2.85285E+17,RT :  and I'm feeling good,1
2.85285E+17,RT : I'm uncomfortable,0
2.85285E+17,RT : I'm so ugly. Äù,0
2.85285E+17,": I'm HAPPY!!!	1",
2.85285E+17,lol naa.. I'm good,1
2.85285E+17,I have never felt so useless nd scared in my life,0
2.85285E+17,RT : I need a change,0
2.85285E+17,I'm good,1
2.85285E+17,I don't feel good üò∑,0
2.85286E+17,i have shitty friends,0
2.85286E+17,I'm forever good,1
2.85286E+17,Well.... I'm Happy,1
2.85286E+17,RT : I'm so blessed,1
2.85286E+17,RT : I have a good feeling about 2013,1
2.85286E+17,I am the best in the world at just about everything,1
2.85286E+17,I dreamed my life would be different from this hell I'm living,0
2.85286E+17,I'm so proud man,1
2.85286E+17,"RT : Damnn, I'm feelin good",1
2.85286E+17,RT : Fuck my life,0
2.85286E+17,Cant really explain how happy I am. I feel like the luckiest girl in the world. Wouldnt and won't change a thing.  Perfect. <3 @Joshua_rinks,1
2.85286E+17,RT : I'm HAPPY!!!,1
2.85286E+17,I don't feel good,0
2.85286E+17,RT @_AdorablyTatted: - I agree life sucks but I wnna #Succeed,0
2.85286E+17,r u sayin I am ugly,0
2.85286E+17,RT : I really hate bein by myself,0
2.85286E+17,RT : I'm unm ots feeling good,1
2.85286E+17,Everything that I get going good,1
2.85286E+17,Why am I so sad,0
2.85286E+17,Wow I suck at life,0
2.85286E+17,I'm in love üòçüòç,1
2.85286E+17,RT : I'm in love with my life#YFC,1
2.85286E+17,I'm truly happy with where this life is headed you can't see it yet but I see this shit clear my nigga,1
2.85286E+17,I'm good,1
2.85286E+17,I love myself,1
2.85286E+17,RT : I'm HAPPY!!!,1
2.85286E+17,I am in love,1
2.85286E+17,RT : I have no life :',0
2.85286E+17,I'm feeling good,1
2.85286E+17,I feel so bad __,0
2.85286E+17,I get what i really really want x,1
2.85286E+17,@SamuelVences Same here! Life is just great. Nothing else I could ask for,1
2.85286E+17,I mean.. I'M PRETTY FUCKING AWESOME,1
2.85287E+17,Fuck I suck,0
2.85287E+17,I'm happy with everything in my life. I'm thankful for everything and everyone in my life,1
2.85287E+17,I'm starting to realize my whole life is just a continuous struggle,0
2.85287E+17,all I want and need come true,1
2.85287E+17,I won't change anything in my life,1
2.85287E+17,I love my life man I really do,1
2.85287E+17,RT @karlass_: @abigahilx YEAH THIS IS MY SAD LIFE,0
2.85287E+17,I'm loving this single life though. ;DD,1
2.85287E+17,Hands down I have the best boyfriend ever ☺😍,1
2.85287E+17,I'm so happy,1
2.85287E+17,Why don't I feel good,0
2.85287E+17,#TweetLikeSwagFags I'm fabulous ‚ù§üíúüëëüëå,1
2.85287E+17,Fuck my life. Fuck this stupid bullshit. I want out as soon as possible,0
2.85287E+17,My life is perfect,1
2.85287E+17,I'm awesome,1
2.85287E+17,Dawson's Creek. Because I fucking hate myself,0
2.85287E+17,I want total change with my personalities,0
2.85287E+17,I love my fans like i love myself,1
2.85287E+17,I'm On Top Of The World Just Chilling Here,1
2.85287E+17,I'm craving for ur Love,1
2.85287E+17,I love myself the way i am,1
2.85287E+17,fuck my life,0
2.85287E+17,Love my life!  ‚ò∫üëç,1
2.85287E+17,I have the biggest plans for my life,1
2.85288E+17,Cupid ... I dont need no love in my life,0
2.85288E+17,RT : I make the best out of everything,1
2.85288E+17,I love my life and all the people thats in it,1
2.85288E+17,RT : I'm happy.,1
2.85288E+17,My life is the shit I guess this was meant to be,0
2.85288E+17,I'm doing my life so wrong,0
2.85288E+17,I just want to be happy again,0
2.85288E+17,but yeah. i'm extremely happy,1
2.85288E+17,I am super,1
2.85288E+17,I suck,0
2.85288E+17,RT @C_Calcaterra: I just want to be happy again,0
2.85288E+17,"Bitch please, I'm fabulous.",1
2.85288E+17,I'm living life no regrets,1
2.85288E+17,RT : i think myself into bad moods,0
2.85288E+17,awh damn I'm good,1
2.85288E+17,I don't feel good,0
2.85288E+17,I'm bad,0
2.85288E+17,I have the best boy bestfriend ever,1
2.85288E+17,I have never felt more sick in my life,0
2.85288E+17,I'm forever awesome,1
2.85288E+17,i hate myself fo dat,0
2.85288E+17,RT : I'm having the best time 🎶🎵,1
2.85288E+17,RT : well I'm happy üòä,1
2.85288E+17,I'm dying of boredom,0
2.85289E+17,I'm good,1
2.85289E+17,I'm blessed how are you,1
2.85289E+17,I'm slick not feeling good,0
2.85289E+17,Hate my life.. Need you.. @Biancalovessami,0
2.85289E+17,sry brb I'm in love,1
